Context,ID,Text,Comments
Backend,BE_building_carbon_mine_description,"Видобуває вуглець з багатих на вуглець родовищ корисних копалин, але глибокі та надглибокі родовища потребують покращених рівнів вугледобувних шахт.",
Backend,BE_building_carbon_mine_name,Вуглецева шахта,
Backend,BE_building_carbon_mine_2_name,Вдосконалена вуглецева шахта,
Backend,BE_building_carbon_mine_3_name,Надсучасна вуглецева шахта,
Backend,BE_building_chemicals_mine_description,"Видобуває хімічні речовини з родовищ корисних копалин, але глибокі та надглибокі родовища вимагають покращених рівнів хімічних заводів.",
Backend,BE_building_chemicals_mine_name,Хімічний завод,
Backend,BE_building_chemicals_mine_2_name,Вдосконалений хімічний завод,
Backend,BE_building_chemicals_mine_3_name,Надсучасний хімічний завод,
Backend,BE_building_iron_mine_description,"Видобуває та збагачує залізну руду, але глибокі та надглибокі поклдади руди потребують покращених рівнів залізорудних шахт.",
Backend,BE_building_iron_mine_name,Залізна шахта,
Backend,BE_building_iron_mine_2_name,Вдосконалена залізна шахта,
Backend,BE_building_iron_mine_3_name,Надсучасна залізна шахта,
Backend,BE_building_silicon_mine_description,"Видобуває та збагачує кремнієву руду, але глибокі та надглибокі поклади руди потребують покращених кремнієвих шахт.",
Backend,BE_building_silicon_mine_name,Кремнієва шахта,
Backend,BE_building_silicon_mine_2_name,Вдосконалена кремнієва шахта,
Backend,BE_building_silicon_mine_3_name,Надсучасна кремнієва шахта,
Backend,BE_building_uranium_mine_description,Видобуває та збагачує уранову руду.,
Backend,BE_building_uranium_mine_name,Уранова шахта,
Backend,BE_building_uranium_mine_2_name,Вдосконалена уранова шахта,
Backend,BE_building_uranium_mine_3_name,Надсучасна уранова шахта,
Backend,BE_building_drone_factory_description,Створює нових працівників (коли центри працівників вільні).,
Backend,BE_building_drone_factory_name,Фабрика працівників,
Backend,BE_building_drone_factory_2_name,Вдосконалена фабрика працівників,
Backend,BE_building_drone_factory_3_name,Надсучасна фабрика працівників,
Backend,BE_building_electronics_factory_description,Виробляє електронні компоненти, які підтримують роботу працівників і будівель.,
Backend,BE_building_electronics_factory_name,Фабрика електроніки,
Backend,BE_building_electronics_factory_2_name,Вдосконалена фабрика електроніки,
Backend,BE_building_electronics_factory_3_name,Надсучасна фабрика електроніки,
Backend,BE_building_food_factory_description,Виробляє синтетичну їжу для колоній.,
Backend,BE_building_food_factory_name,Фабрика їжі,
Backend,BE_building_food_factory_2_name,Вдосконалена фабрика їжі,
Backend,BE_building_food_factory_3_name,Надсучасна фабрика їжі,
Backend,BE_building_glass_factory_description,Створює армоване скло з кремнію.,
Backend,BE_building_glass_factory_name,Піч для скловаріння,
Backend,BE_building_glass_factory_2_name,Вдосконалена Піч для скловаріння,
Backend,BE_building_glass_factory_3_name,Надсучасна Піч для скловаріння,
Backend,BE_building_parts_factory_description,Виробляє механічні частини, здатні витримувати екстремальні умови.,
Backend,BE_building_parts_factory_name,Фабрика запчастин,
Backend,BE_building_parts_factory_2_name,Вдосконалена фабрика запчастин,
Backend,BE_building_parts_factory_3_name,Надсучасна фабрика запчастин,
Backend,BE_building_steel_factory_description,Створює сталь з вуглецю та заліза.,
Backend,BE_building_steel_factory_name,Сталеливарний завод,
Backend,BE_building_steel_factory_2_name,Вдосконалений Сталеливарний завод,
Backend,BE_building_steel_factory_3_name,Надсучасний Сталеливарний завод,
Backend,BE_building_fuel_factory_description,Створює паливо з хімікатів.,
Backend,BE_building_fuel_factory_name,Завод з виробництва палива,
Backend,BE_building_fuel_factory_2_name,Вдосконалений Завод з виробництва палива,
Backend,BE_building_fuel_factory_3_name,Надсучасний Завод з виробництва палива,
Backend,BE_building_polymers_factory_description,Створює полімери з хімікатів та вуглецю.,
Backend,BE_building_polymers_factory_name,Завод з виробництва полімерів,
Backend,BE_building_polymers_factory_2_name,Вдосконалений Завод з виробництва полімерів,
Backend,BE_building_polymers_factory_3_name,Надсучасний Завод з виробництва полімерів,
Backend,BE_building_areological_scanner_description,Сканує навколишні території на наявність ресурсних жил і покинутих об'єктів.,
Backend,BE_building_areological_scanner_name,Ареологічний сканер,
Backend,BE_building_colony_basic_description,Основна колонія 100 місць. Потрібен лід та їжа.,
Backend,BE_building_colony_basic_name,Колонія,
Backend,BE_building_colony_small_description,Невелика колонія на 250 місць. Потрібен лід та їжа.,
Backend,BE_building_colony_small_name,Передова колонія,
Backend,BE_building_colony_medium_description,Середня колонія місткістю 500. Потрібен лід та їжа.,
Backend,BE_building_colony_medium_name,Вища колонія,
Backend,BE_building_colony_dome_small_description,Куполоподібна місткістю 1000. повинна бути побудована в пристосованому кратері та підключена до мережі водопостачання.,
Backend,BE_building_colony_dome_small_name,Купольне місто,
Backend,BE_building_colony_tent_city_description,Велика колонія місткістю 2500. Не потребує герметизації. Повинна бути підключена до водопровідної мережі.,
Backend,BE_building_colony_tent_city_name,Наметне місто,
Backend,BE_building_colony_open_city_description,Колонія під відкритим небом, яка вміщує 10000. Повинна бути підключена до мережі водопостачання.,
Backend,BE_building_colony_open_city_name,Відкрите місто,
Backend,BE_building_drone_base_description,"Приймає працівника, який в першу чергу обслуговуватиме будівлі в околицях.",
Backend,BE_building_drone_base_name,Робочий центр,
Backend,BE_building_research_lab_description,"Дослідницький форпост для 50 вчених. Дає бонус до досліджень, після захоплення.",
Backend,BE_building_research_lab_name,Дослідницький форпост,
Backend,BE_building_space_elevator_description,Дозволяє ефективно передати ресурси на орбіту та з орбіти.,
Backend,BE_building_space_elevator_name,Космічний ліфт,
Backend,BE_building_space_elevator_namePrefix,Він-,
Backend,BE_building_spaceport_description,Дозволяє виконувати спеціальні проекти.,
Backend,BE_building_spaceport_name,Космічний порт,
Backend,BE_building_spaceport_namePrefix,Sp-,
Backend,BE_building_terraforming_biodome_description,Розміщує лишайники та рослини, які перетворюють CO<sub>2</sub> на O<sub>2</sub>.,
Backend,BE_building_terraforming_biodome_name,Біокупол,
Backend,BE_building_terraforming_aquadome_description,Розмножує ціанобактерії в прилеглих океанах, які перетворюють CO<sub>2</sub> на O<sub>2</sub>.,
Backend,BE_building_terraforming_aquadome_name,Аквакупол,
Backend,BE_building_terraforming_ghg_factory_description,Вивільняє парникові гази для підвищення температури планети.,
Backend,BE_building_terraforming_ghg_factory_name,Фабрика парникових газів,
Backend,BE_building_nuclear_nitrate_extractor_description,Добуває нітрати з реголіту та вивільняє N<sub>2</sub>.,
Backend,BE_building_nuclear_nitrate_extractor_name,Екстрактор ядерної нітратної кислоти,
Backend,BE_building_nuclear_carbonate_extractor_description,Добуває карбонати з реголіту та вивільняє CO<sub>2</sub>.,
Backend,BE_building_nuclear_carbonate_extractor_name,Ядерний екстрактор карбонатів,
Backend,BE_building_terraforming_oxygen_release_plant_description,Вивільняє O2 в атмосферу.,
Backend,BE_building_terraforming_oxygen_release_plant_name,Вивільнення кисню,
Backend,BE_building_landing_site_description,"Модуль Lander постачається з працівником, невеликим реактором поділу, і все, що потрібно для початку бази.",
Backend,BE_building_landing_site_name,Місце посадки,
Backend,BE_building_landing_site_advanced_description,"Покращений модуль Lander з більшою кількістю ресурсів, нижчою швидкістю розпаду та реактором поділу, який виробляє більше потужності.",
Backend,BE_building_landing_site_advanced_name,Розширений майданчик посадки,
Backend,BE_building_power_areothermal_plant_description,Видобування живлення з підземного джерела тепла.,
Backend,BE_building_power_areothermal_plant_name,Теплова електрична станція,
Backend,BE_building_power_battery_basic_description,Зберігає зайву потужність і вивільняє її за потреби.,
Backend,BE_building_power_battery_basic_name,Акумулятор,
Backend,BE_building_power_fission_plant_description,Генерує електроенергію за допомогою ядерного поділу.,
Backend,BE_building_power_fission_plant_name,Завод з розщеплення ядерного палива,
Backend,BE_building_power_fusion_plant_description,Генерує енергію за допомогою ядерного синтезу.,
Backend,BE_building_power_fusion_plant_name,Термоядерний завод,
Backend,BE_building_power_solar_panel_field_description,Зберігає енергію вдень і віддає її вночі.,
Backend,BE_building_power_solar_panel_field_name,Сонячна електростанція,
Backend,BE_building_power_wind_turbine_description,Генерує енергію від вітру. Розмістіть у вітряних місцях для кращої продуктивності.,
Backend,BE_building_power_wind_turbine_name,Вітроелектростанція,
Backend,BE_building_storage_basic_description,Забезпечує додаткове зберігання ресурсів.,
Backend,BE_building_storage_basic_name,Сховище (Центр зберігання),
Backend,BE_building_maintenance_facility_description,Створює безпілотники та відправляє їх на ремонт пошкоджених будівель.,
Backend,BE_building_maintenance_facility_name,Об'єкт технічного обслуговування,
Backend,BE_building_defense_drone_hive_description,Оборонна вежа.,
Backend,BE_building_defense_drone_hive_name,Дрон-вулик,
Backend,BE_building_defense_drone_hive_2_description,Вдосконалена оборонна вежа.,
Backend,BE_building_defense_drone_hive_2_name,Вдосконалений Дрон-вулик,
Backend,BE_building_defense_drone_hive_3_description,Оновлений Дрон-вулик.,
Backend,BE_building_defense_drone_hive_3_name,Просунутий Дрон-вулик,
Backend,BE_building_military_drone_factory_description,Будує штурмові безпілотники з машинних деталей та електронних схем.,
Backend,BE_building_military_drone_factory_name,Фабрика штурмових безпілотників,
Backend,BE_building_military_drone_factory_2_description,Створює вдосконалені штурмові безпілотники з машинних деталей та електронних схем.,
Backend,BE_building_military_drone_factory_2_name,Просунута фабрика штурмових безпілотників,
Backend,BE_building_military_drone_factory_3_description,Створює модернізовані штурмові безпілотники з машинних деталей та електронних схем.,
Backend,BE_building_military_drone_factory_3_name,Надсучасна фабрика штурмових безпілотників,
Backend,BE_building_dump_crater_description,"Видаляє рослини та закопує їх, щоб нові могли рости, щоб збільшити перетворення CO2 в O2.",
Backend,BE_building_dump_crater_name,Смітник для органічних матеріалів,
Backend,BE_building_crater_farm_description,"Куполоподібна ферма, яка виробляє їжу для колоній, коли вона постачається з достатньою кількістю води.",
Backend,BE_building_crater_farm_name,Ферма Кратер,
Backend,BE_building_open_farm_description,"Ферма під відкритим небом, яка вирощує сільськогосподарські культури на максимально дозволених навколишньою місцевістю полях.",
Backend,BE_building_open_farm_name,Відкрита ферма,
Backend,BE_building_water_hub_description,Подовжує лінії водопостачання від водоочисних споруд до найвіддаленіших ферм і колоній.,
Backend,BE_building_water_hub_name,Підсилюючий насос,
Backend,BE_building_terraforming_oxygen_capture_plant_description,Захоплює O2 з атмосфери.,
Backend,BE_building_terraforming_oxygen_capture_plant_name,Установка уловлювання кисню,
Backend,BE_building_terraforming_animal_sanctuary_description,"Самодостатня екосистема, яка споживає проточну воду і дає бонус до очок дослідження.",
Backend,BE_building_terraforming_animal_sanctuary_name,Заповідник,
Backend,BE_building_water_converter_description,"Перетворює проточну воду на лід для постачання основних колоній і харчових фабрик.",
Backend,BE_building_water_converter_name,Завод з переробки води,
Backend,BE_building_autonomous_research_facility_description,Дозволяє Карміну досліджувати нові технології.,
Backend,BE_building_autonomous_research_facility_name,Автономний дослідницький заклад,
Backend,BE_building_port_description,"Приймає судна, які будують та обслуговують споруди на воді.",
Backend,BE_building_port_name,Порт,
Backend,BE_building_shipyard_description,Будує нові кораблі (коли порти мають місце).,
Backend,BE_building_shipyard_name,Верфі,
Backend,BE_building_fishery_description,"Плавуче рибне господарство, яке виловлює з води біоінженерну рибу для виробництва продуктів харчування.",
Backend,BE_building_fishery_name,Рибальство,
Backend,BE_building_power_wind_turbine_aquatic_description,Генерує живлення від вітру. Помістіть у вітряні райони на воді для кращої продуктивності.,
Backend,BE_building_power_wind_turbine_aquatic_name,Плаваюча вітроелектростанція,
Backend,BE_building_aluminum_mine_aquatic_description,"ЕВидобуває та переробляє алюмінієву руду з підводних родовищ, але глибокі та надглибокі поклади руди потребують покращених рівнів алюмінієвих шахт.",
Backend,BE_building_aluminum_mine_aquatic_name,Платформа для видобутку алюмінію,
Backend,BE_building_aluminum_mine_2_aquatic_name,Вдосконалена платформа для видобутку алюмінію,
Backend,BE_building_aluminum_mine_3_aquatic_name,Надсучасна платформа для видобутку алюмінію,
Backend,BE_building_carbon_mine_aquatic_description,"Видобуває вуглець з підводних багатих на вуглець мінеральних родовищ, але глибокі та надглибокі родовища потребують покращених рівнів вуглецевих шахт.",
Backend,BE_building_carbon_mine_aquatic_name,Платформа для видобутку вуглецю,
Backend,BE_building_carbon_mine_2_aquatic_name,Покращена платформа для видобутку вуглецю,
Backend,BE_building_carbon_mine_3_aquatic_name,Надсучасна платформа для видобутку вуглецю,
Backend,BE_building_chemicals_mine_aquatic_description,"Видобуває хімічні речовини з підводних родовищ корисних копалин, але глибокі та надглибокі родовища вимагають покращених рівнів хімічних заводів.",
Backend,BE_building_chemicals_mine_aquatic_name,Хімічна платформа,
Backend,BE_building_chemicals_mine_2_aquatic_name,Покращена хімічна платформа,
Backend,BE_building_chemicals_mine_3_aquatic_name,Надсучасна хімічна платформа,
Backend,BE_building_iron_mine_aquatic_description,"Видобуває та збагачує підводну залізну руду, але глибокі та надглибокі родовища потребують покращені шахти з видобутку заліза.",
Backend,BE_building_iron_mine_aquatic_name,Платформа для видобутку заліза,
Backend,BE_building_iron_mine_2_aquatic_name,Покращена платформа для видобутку заліза,
Backend,BE_building_iron_mine_3_aquatic_name,Надсучасна платформа для видобутку заліза,
Backend,BE_building_silicon_mine_aquatic_description,"Видобуває та переробляє підводну кремнієву руду, але глибокі та надглибокі родовища потребують покращені кремнієві шахти.",
Backend,BE_building_silicon_mine_aquatic_name,Платформа для видобутку кремнію,
Backend,BE_building_silicon_mine_2_aquatic_name,Покращена платформа для видобутку кремнію,
Backend,BE_building_silicon_mine_3_aquatic_name,Надсучасна платформа для видобутку кремнію,
Backend,BE_building_uranium_mine_aquatic_description,Видобуває та збагачує підводну уранову руду.,
Backend,BE_building_uranium_mine_aquatic_name,Платформа для видобутку урану,
Backend,BE_building_areological_scanner_aquatic_description,Сканує прилеглі території на наявність корисних копалин і покинутих об'єктів.,
Backend,BE_building_areological_scanner_aquatic_name,Плаваючий ареологічний сканер,
Backend,BE_building_research_lab_aquatic_description,"Плаваючий дослідницький форпост для 50 вчених.Дає бонус на дослідженні, після захоплення.",
Backend,BE_building_research_lab_aquatic_name,Плаваючий дослідницький форпост,
Backend,BE_building_nuclear_nitrate_extractor_aquatic_descriptionВитягує нітрати з реголіту під водою і вивільняє N2.,
Backend,BE_building_nuclear_nitrate_extractor_aquatic_name,Підводний екстрактор ядерних нітратів,
Backend,BE_building_nuclear_carbonate_extractor_aquatic_description,Витягує карбонати з реголіту під водою і вивільняє СО<sub>2</sub>.,
Backend,BE_building_nuclear_carbonate_extractor_aquatic_name,Підводний ядерний карбонатний екстрактор,
Backend,BE_building_power_areothermal_plant_aquatic_description,Видобуває енергію з підводного джерела тепла.,
Backend,BE_building_power_areothermal_plant_aquatic_name,Водяна теплова електростанція,
Backend,BE_building_maintenance_facility_aquatic_description,Створює безпілотники та відправляє їх на ремонт пошкоджених будівель.,
Backend,BE_building_maintenance_facility_aquatic_name,Плавуча станція технічного обслуговування,
Backend,BE_building_defense_drone_hive_aquatic_description,Плаваюча оборонна вежа.,
Backend,BE_building_defense_drone_hive_aquatic_name,Плаваючий Дрон-вулик,
Backend,BE_building_defense_drone_hive_2_aquatic_description,Вдосконалена плаваюча оборонна вежа.,
Backend,BE_building_defense_drone_hive_2_aquatic_name,Вдосконалений плаваючий дрон-вулик,
Backend,BE_building_defense_drone_hive_3_aquatic_description,Оновлена плаваюча оборонна вежа.,
Backend,BE_building_defense_drone_hive_3_aquatic_name,Чудовий плаваючий дрон-вулик,
Backend,BE_building_colony_metropolis_description,"Колекція відкритих міст, здатних підтримувати до 200000 колоністів. Повинні бути підключений до мережі водопостачання.",
Backend,BE_building_colony_metropolis_name,Метрополіс,
Backend,BE_building_open_farm_advanced_description,"Більш ефективна ферма під відкритим небом, яка породжує обрізання полів до максимальної, дозволеної навколишньою місцевістю.",
Backend,BE_building_open_farm_advanced_name,Просунута відкрита ферма,
Backend,BE_building_humidifier_description,"Метеовежа, яка поширює значну кількість вологи в навколишню атмосферу.",
Backend,BE_building_humidifier_name,Атмосферний зволожувач,
Backend,BE_building_water_treatment_plant_aquatic_description,"Видобуває воду з водойм та покращує її якість, щоб її можна було розподіляти водопровідною мережею.",
Backend,BE_building_water_treatment_plant_aquatic_name,Плаваюча очисна станція води,
Backend,BE_building_water_hub_aquatic_description,Поширює лінії водопостачання від очисних споруд до найбільш віддалених господарств та колоній.,
Backend,BE_building_water_hub_aquatic_name,Плаваючий підсилювальний насос,
Backend,BE_enhancement_building_limit_0_name,Обмеження базової забудови: 50,
Backend,BE_enhancement_building_limit_0_description,Ліміт будівель,
Backend,BE_enhancement_building_limit_1_name,Ліміт будівель +100,
Backend,BE_enhancement_building_limit_1_description,Вдосконалений ліміт будівель,
Backend,BE_enhancement_building_limit_2_name,Ліміт будівель +200,
Backend,BE_enhancement_building_limit_3_name,Ліміт будівель +300,
Backend,BE_enhancement_building_limit_4_name,Ліміт будівель +400,
Backend,BE_enhancement_building_limit_5_name,Ліміт будівель +500,
Backend,BE_enhancement_spaceport_limit_0_name,Базове обмеження космічного порту: 1,
Backend,BE_enhancement_spaceport_limit_0_description,Обмеження космічного порту,
Backend,BE_enhancement_spaceport_limit_1_name,Обмеження космічного порту +2,
Backend,BE_enhancement_spaceport_limit_1_description,Покращена межа SpacePort,
Backend,BE_enhancement_spaceport_limit_2_name,Обмеження космічного порту +4,
Backend,BE_enhancement_spaceport_limit_3_name,Обмеження космічного порту +6,
Backend,BE_enhancement_spaceport_limit_4_name,Обмеження космічного порту +8,
Backend,BE_enhancement_spaceport_limit_5_name,Обмеження космічного порту +10,
Backend,BE_enhancement_colonist_limit_0_name,Базова колоністична межа: 250,
Backend,BE_enhancement_colonist_limit_0_description,Базовий колоністський ліміт,
Backend,BE_enhancement_colonist_limit_1_name,Колоністський ліміт +750,
Backend,BE_enhancement_colonist_limit_1_description,Вдосконалена межа колоністів,
Backend,BE_enhancement_colonist_limit_2_name,Колоністський ліміт +4000,
Backend,BE_enhancement_colonist_limit_3_name,Колоністський ліміт +15000,
Backend,BE_enhancement_colonist_limit_4_name,Колоністський ліміт +30000,
Backend,BE_enhancement_colonist_limit_5_name,Колоністський ліміт +50000,
Backend,BE_enhancement_bioengineered_lichen_name,Біоінженерний лишайник,
Backend,BE_enhancement_bioengineered_lichen_description,Генетично модифіковані радіаційні лишайники.,
Backend,BE_enhancement_bioengineered_plants_name,Біоінженерні рослини,
Backend,BE_enhancement_bioengineered_plants_description,Генетично модифіковані радіаційно-стійкі рослини.,
Backend,BE_enhancement_bioengineered_cyanobacteria_name,Біоінженерні ціанобактерії,
Backend,BE_enhancement_bioengineered_cyanobacteria_description,Генетично модифіковані радіаційно-стійкі ціанобактерії.,
Backend,BE_enhancement_bioengineered_algae_name,Біоінженерні водорості,
Backend,BE_enhancement_bioengineered_algae_description,Генетично модифіковані радіаційно-стійкі водорості.,
Backend,BE_enhancement_bioengineered_animals_name,Біоінженерні тварини,
Backend,BE_enhancement_bioengineered_animals_description,"Вводить біоінженерну фауну в екосистеми, що дозволяє відтворюватися більш розвиненим <sub>рослинам та</sub> тваринам, доки СО2 залишається в низьких рівнях (менше 100 мбар.).",
Backend,BE_enhancement_assault_drone_limit_0_name,Базовий ліміт штурмових безпілотників: 300,
Backend,BE_enhancement_assault_drone_limit_0_description,Базовий ліміт штурмових безпілотників,
Backend,BE_enhancement_assault_drone_limit_1_name,Ліміт штурмових безпілотників +500,
Backend,BE_enhancement_assault_drone_limit_1_description,Покращений ліміт штурмових безпілотників,
Backend,BE_enhancement_assault_drone_limit_2_name,Ліміт штурмового безпілотника +700,
Backend,BE_enhancement_assault_drone_limit_3_name,Ліміт штурмового безпілотника +900,
Backend,BE_enhancement_assault_drone_limit_4_name,Ліміт штурмового безпілотника +1100,
Backend,BE_enhancement_assault_drone_limit_5_name,Ліміт штурмового безпілотника +1300,
Backend,BE_enhancement_assault_drone_shield_name,Щит для штурмових безпілотників,
Backend,BE_enhancement_assault_drone_shield_description,Покращені щити на штурмових безпілотниках.,
Backend,BE_enhancement_assault_drone_weapons_name,Зброя штурмових безпілотників,
Backend,BE_enhancement_assault_drone_weapons_description,Вдосконалена зброя на штурмових безпілотниках.,
Backend,BE_enhancement_assault_drone_speed_name,Швидкість штурмового безпілотника,
Backend,BE_enhancement_assault_drone_speed_description,Покращена швидкість на штурмових безпілотниках.,
Backend,BE_enhancement_assault_drone_shield_2_name,Щит штурмових безпілотників II,
Backend,BE_enhancement_assault_drone_shield_2_description,Оновлені щити на штурмових безпілотниках.,
Backend,BE_enhancement_assault_drone_weapons_2_name,Зброя штурмових безпілотників II,
Backend,BE_enhancement_assault_drone_weapons_2_description,Оновлена зброя на штурмових безпілотниках.,
Backend,BE_enhancement_assault_drone_speed_2_name,Швидкість штурмового безпілотника II,
Backend,BE_enhancement_assault_drone_speed_2_description,Оновлена швидкість на штурмових безпілотниках.,
Backend,BE_enhancement_assault_drone_storageManagement_name,Управління центром зберігання,
Backend,BE_enhancement_assault_drone_storageManagement_description,Дозволяє управляти мінімальною та максимальною кількістю для центрів зберігання та посадкових майданчиків.,
Backend,BE_enhancement_sparklines_resources_name,Іскри на ресурсах,
Backend,BE_enhancement_sparklines_resources_description,Підвищення видимості Іскор на ресурсах.,
Backend,BE_enhancement_has_aquatic_placement_name,Розміщення водного будівництва,
Backend,BE_enhancement_has_aquatic_placement_description,Дозволяє розміщувати водні версії деяких будівель на водоймах Марса.,
Backend,BE_enhancement_colonist_limit_6_name,Колоністський ліміт +1000000,
Backend,BE_enhancement_building_limit_6_name,Ліміт будівель +450,
Backend,BE_enhancement_increment_production_name,Постійні інженерні вдосконалення,
Backend,BE_enhancement_increment_production_description,Покращує швидкість випуску шахт та фабрик. Цю технологію можна неодноразово досліджувати <br>для кумулятивних<br> ефектів із збільшенням вартості RP для кожної ітерації. Це дослідження буде повторюватися автоматично після завершення.,
Backend,BE_enhancement_grow_population_and_flora_name,Продовження вдосконалень біотехнології,
Backend,BE_enhancement_grow_population_and_flora_description,Покращує людське населення та зростання флори. Цю технологію можна неодноразово досліджувати <br>для кумулятивних<br> ефектів із збільшенням вартості RP для кожної ітерації.Це дослідження буде повторюватися автоматично після завершення.,
Backend,BE_enhancement_increment_drone_power_name,Постійні військові вдосконалення,
Backend,BE_enhancement_increment_drone_power_description,Покращує військову силу та щити. Цю технологію можна неодноразово досліджувати для<br> кумулятивних ефектів<br> із збільшенням вартості RP для кожної ітерації. Це дослідження буде повторюватися автоматично після завершення.,
Backend,BE_enhancement_increment_space_inmigrants_reduce_costs_and_time_name,Постійні вдосконалення простору,
Backend,BE_enhancement_increment_space_inmigrants_reduce_costs_and_time_description,Зменшує витрати на проект та збільшує кількість імпорту колоністів. Цю технологію <br>можна неодноразово<br> досліджувати для кумулятивних ефектів із збільшенням вартості RP для кожної ітерації. Це дослідження буде повторюватися автоматично після завершення.,
Backend,BE_enhancement_plantasia_name,Інтеграція міської флористики,
Backend,BE_enhancement_plantasia_description,Дозволяє Флорі рости навколо кожної будівлі та дороги.,
Backend,BE_enhancement_spaceport_limit_6_name,Обмеження космічного порту +12,
Backend,BE_enhancement_assault_drone_limit_6_name,Ліміт штурмових безпілотників +1500,
Backend,BE_knowledge_operational_directives,Оперативні директиви,
Backend,BE_knowledge_mars_residents,Мешканці Марса,
Backend,BE_knowledge_base_expansion,Розширення бази,
Backend,BE_knowledge_opt_and_engineering,Оптимізація та інженерія,
Backend,BE_knowledge_robots_name,Роботи,
Backend,BE_knowledge_colonists_name,Колоністи,
Backend,BE_knowledge_operational_directives_colonists_title,Колоністи,
Backend,BE_knowledge_operational_directives_colonists_content,"Колоністи мають вирішальне значення для вашого успіху. Поки вони постійно забезпечені <b>їжею і водою</b>, вони зможуть проводити <b>дослідницькі проекти</b>, які сприятимуть розвитку технологій, необхідних для вашої місії. Колоністи автоматично мігруватимуть до найефективніших колоній та <b>дослідницьких лабораторій</b>. Якщо ви не зможете забезпечити їх їжею та водою, вони можуть повернутися на Землю в пошуках безпеки. Майте на увазі, що кількість колоністів може час від часу збільшуватися або зменшуватися, оскільки у деяких з них можуть народитися діти або вони вирішать мирно занепасти на планеті..",
Backend,BE_knowledge_defensive_policy_name,Оборонна політика,
Backend,BE_knowledge_operational_directives_defensive_policy_title,Оборонна політика,
Backend,BE_knowledge_operational_directives_defensive_policy_content,"Ви отримали базову технологію захисту на випадок ворожої атаки. <b>Штурмові дрони</b> - це особлива модифікація <b>дронів технічного обслуговування</b>, які будуються на спеціальних заводах. Вулики для дронів - це спеціальні будівлі, які захищатимуть ваш периметр. Однак на Марсі ви самі, тому вам ніколи не доведеться використовувати цей спеціальний протокол..",
Backend,BE_knowledge_assault_drones_name,Штурмові безпілотники,
Backend,BE_knowledge_operational_directives_assault_drones_title,Штурмові безпілотники,
Backend,BE_knowledge_operational_directives_assault_drones_content,"Штурмові дрони - це безпілотні літальні апарати, оснащені бронею та зброєю. Їхнє призначення - захищати колонії від будь-яких зовнішніх загроз, атакуючи роями. Щоб використати їх, виберіть будь-якого штурмовика і виберіть його ціль. Дрони продовжуватимуть атакувати, поки загроза не буде нейтралізована або рій не буде знищений, якщо ви не накажете їм відступити. Штурмові дрони будуються у вуликах, які також функціонують як оборонні гарматні башти.",
Backend,BE_knowledge_maintenance_drones_name,Технічне обслуговування безпілотників,
Backend,BE_knowledge_operational_directives_maintenance_drones_title,Технічне обслуговування безпілотників,
Backend,BE_knowledge_operational_directives_maintenance_drones_content,"Дрони для обслуговування - це безпілотні літальні апарати, які стежать за вашими базами і системами, щоб переконатися, що все знаходиться в робочому стані. Вони автоматично відремонтують будь-яку зруйновану будівлю, виявлену в зоні їхнього обслуговування, тому переконайтеся, що на вашій базі є достатня кількість центрів технічного обслуговування.",
