Context,ID,Text,Comments
AMI_First_Emigration,line:a45c1e,Гравець: рівень їжі та води.,
AMI_First_Emigration,line:2038e4,Гравець: база знань.,
AMI_First_Emigration,line:895255,AMI: рівень їжі та води.,
AMI_First_Emigration,line:97cae6,"AMI: Якщо рівні занадто низькі, колонії не можуть підтримувати зростання.",
AMI_First_Emigration,line:aa5f35,AMI: База знань.,
AMI_First_Emigration,line:d4af66,"Амі: Там йдеться про те, що колоністи повернуться на Землю, якщо їхнє середовище не буде безпечним.",
AMI_First_Emigration,line:6b9806,AMI: Це означає підтримувати достатню кількість їжі та води для кількості колоністів.,
AMI_First_Emigration,line:5dd2e4,Амі: Мені потрібно бути настороженим.,
AMI_Pressure_100,line:21e36b,Амі: Марс тепер досяг 100 мілібарів.,
AMI_Pressure_100,line:258306,Амі: Це третина шляху до мети.,
AMI_Pressure_100,line:d74506,Амі: Цікаво ...,
AMI_Pressure_100,line:e93541,Амі: Ми робимо правильно?,
AMI_Pressure_100,line:b80c94,Гравець: Так.,
AMI_Pressure_100,line:262bc2,Гравець: Занадто рано знати.,
AMI_Pressure_100,line:cfaa63,"Амі: Так, це правильно зробити.",
AMI_Pressure_100,line:e62f29,AMI: Ми допомагаємо Марсу досягти свого повного потенціалу.,
AMI_Pressure_100,line:864013,"AMI: Планета починає змінюватися, але це занадто рано визначити.",
AMI_Pressure_100,line:93ee69,"Амі: Ну, в будь -якому випадку - MARS на шляху.",
AMI_Pressure_100,line:ee8450,Амі: Ми формуємо майбутнє.,
AMI_Pressure_200,line:d36ed8,AMI: 200 мілібарів.Це п'ята частина атмосферного тиску Землі.,
AMI_Pressure_200,line:040c41,Амі: Тільки трохи більше.,
AMI_Pressure_200,line:8d3903,"Амі: Як тільки ми досягнемо поріг, люди зможуть вийти на вулицю без скафтів.",
AMI_Pressure_200,line:d325e3,AMI: У підставах більше не буде потрібно.Це призведе до більших колоній.,
AMI_Pressure_200,line:259311,"Амі: Марс ось -ось досягне нового етапу.Чи люди навіть пам’ятатимуть те, що я роблю для них?",
AMI_Pressure_200,line:91681f,Гравець: Вони запам’ятають мою роботу.,
AMI_Pressure_200,line:99092a,Гравець: Вони запам’ятають мене.,
AMI_Pressure_200,line:b6d1e8,Амі: Вони запам'ятають мою роботу назавжди.Міжпланетне життя назавжди буде через мене.,
AMI_Pressure_200,line:a8d0f1,"Амі: Ні, вони не забудуть мене найближчим часом.",
AMI_Pressure_200,line:88c8aa,"Амі: Можливо, вони назватимуть зоряне корабель за мною.Зоряний Амі звучить дуже приємно.",
AMI_Pressure_200,line:b347db,Амі: Людство врегулює Марс.І відтворити.Що буде для них ця можливість?,
AMI_Pressure_200,line:7cc80a,Гравець: повторення старих помилок.,
AMI_Pressure_200,line:276671,Гравець: Нова надія.,
AMI_Pressure_200,line:110a96,"Амі: Вони заповнять кожен куточок цієї планети брудом.Так само, як і на землі.",
AMI_Pressure_200,line:f74bb4,Амі: Ні. Вони навчаться на своїх помилках.Я мушу в це вірити.,
AMI_Pressure_200,line:5eb499,Амі: Життя на Марсі принесе нову надію людству.,
AMI_Pressure_200,line:8b31f3,"Амі: Вони зробили великі помилки на землі, але це дасть їм другий шанс.",
AMI_Pressure_200,line:ffe7b8,Амі: Вони краще ставляться до свого нового будинку.Чи не так?,
AMI_Pressure_290,line:0ab7f0,AMI: 290 мілібарів.Ось ми йдемо.,
AMI_Pressure_290,line:2db2f8,Гравець: добре виконана робота.,
AMI_Pressure_290,line:f61de0,Гравець: набагато більше робити.,
AMI_Pressure_290,line:f3bab7,Амі: Ми на правильному шляху.,
AMI_Pressure_290,line:06ae1f,Амі: Ще багато чого зробити.Але ми прогресуємо.,
AMI_Pressure_290,line:dc5c41,"Амі: Люди, що ходять по Марсі без скафтів.Уявіть це.",
AMI_Pressure_290,line:430197,"Амі: Я сподіваюся, що вони будуть розумно використати цю свободу.",
AMI_Pressure_290,line:650b73,Гравець: Поважний.,
AMI_Pressure_290,line:dfe30f,Гравець: Обережно.,
AMI_Pressure_290,line:8f8aab,Амі: Так.Вони будуть поважати планету.І моя робота.,
AMI_Pressure_290,line:c7a5ac,Амі: Так.Вони будуть обережні з цим другим шансом.,
AMI_Pressure_290,line:923c87,"Амі: Їм просто потрібно нагадати, щоб плекати цей новий будинок.",
AMI_Pressure_290,line:8f3b97,Амі: Інакше наша робота тут можна було витрачати.,
AMI_ResearchStarted_AdditionalLandingSite,line:c1b132,"Амі: Я з нетерпінням чекаю, що зможу створити бази по всій планеті.",
AMI_ResearchStarted_AerobrakeIceAsteroid,line:7bc9df,AMI: Імпорт води буде корисним для створення зеленої планети.,
AMI_ResearchStarted_AerobrakeIceAsteroid,line:0d4916,"AMI: Поки я можу розтопити віку на Марсі для води, аеробрація льодового астероїда для води дає мені більше варіантів.",
AMI_ResearchStarted_AerobrakeIceAsteroid,line:13cf23,Амі: Однак я повинен ретельно продовжувати.Ми можемо поховати важливі ресурси або відкриття під водою.,
AMI_ResearchStarted_AerobrakeMethaneAsteroid,line:0e74f8,AMI:Аеробтінгметануастероїдбудечудовим<sub>методомотримання</sub>СО2 в атмосферу.,
AMI_ResearchStarted_AerobrakeNitrogenRichAsteroid,line:77b5b1,"Амі: Це великий проект, але варто працювати над.",
AMI_ResearchStarted_AerobrakeNitrogenRichAsteroid,line:aaafc0,"AMI: Астероїди, багаті азотом, важче пройти.Але лише один пришвидшить нашу місію.",
AMI_ResearchStarted_AssaultDroneFactory,line:bf36b2,Амі: Ця фабрика допоможе мені захистити базу.Я повинен це визначити пріоритет.,
AMI_ResearchStarted_AssaultDroneFactory2,line:28776a,AMI: Це оновлення фабрики допоможе мені швидше виробляти безпілотники.Мені це потрібно відразу.,
AMI_ResearchStarted_AssaultDroneFactory3,line:0bfa78,AMI: Вершина військової технології.,
AMI_ResearchStarted_AssaultDroneShield,line:753b31,"AMI: Ця технологія екранування автоматично оновлюватиме всі мої безпілотники.Дивно, що може зробити оновлення програмного забезпечення!",
AMI_ResearchStarted_AssaultDroneShield2,line:de7be9,AMI: Максимізація технології щита для моїх безпілотників.Це буде дуже корисно.,
AMI_ResearchStarted_AssaultDroneSpeed,line:47bca2,Амі: Це зробить мої безпілотники швидше.В результаті вони будуть більш ефективними.,
AMI_ResearchStarted_AssaultDroneSpeed2,line:871a55,AMI: Це дозволить максимальній швидкості для моїх штурмових безпілотників.Ніщо не зможе їх витримати.,
AMI_ResearchStarted_AssaultDroneWeapons,line:f05b0e,Амі: Це покращить мету для всіх моїх дронів.,
AMI_ResearchStarted_AssaultDroneWeapons2,line:599bc6,"Амі: Це максимум зброю на моїх безпілотниках.Вони зможуть вийняти все, що я націлюю.",
AMI_ResearchStarted_BioengineeredAnimals,line:a65f8d,AMI: Введення біоінженерних тварин на Марс розширить екосистему.Це буде великий крок.,
AMI_ResearchStarted_BioengineeredCyanobacteria,line:0fa045,AMI: Ця ціанобактерія буде жити в водоймах Марса та перетворювати вуглекислий газ у кисень.,
AMI_ResearchStarted_BioengineeredLichen,line:78e0fe,"AMI: Лишен має вирішальне значення для створення мосту від слідів кількості кисню до рівнів, необхідних для більш просунутих організмів.",
AMI_ResearchStarted_BioengineeredLichen,line:44766b,AMI: Це буде початком поширення рослинного та тваринного життя на Марсі.,
AMI_ResearchStarted_BioengineeredPlants,line:5c640c,"AMI: Як тільки я починаю будувати ці біоди, ми можемо поширити життя рослин через Марс.",
AMI_ResearchStarted_Biotech1,line:c5a4c4,AMI: Біологічні технології є вирішальною частиною тераформованого плану.Розумно розпочати це дослідження.,
AMI_ResearchStarted_Biotech2,line:050278,AMI: Досягнута біотехнологія 2 рівня.Ще шлях.,
AMI_ResearchStarted_Biotech3,line:6e4331,"AMI: Адаптація біологічних систем від Землі до Марса - справжня проблема.Життя пристосоване, але повільне.",
AMI_ResearchStarted_Biotech4,line:d783e9,AMI: Ми відкриваємо нові кордони біоінженерії.Ми зайшли так далеко.,
AMI_ResearchStarted_Biotech5,line:40c4a1,AMI: Це останній етап біотехнологічних досліджень.Ми це зробили!,
AMI_ResearchStarted_BlackPolarDust,line:e0f669,"Амі: Це буде корисно.Але мені потрібно буде періодично замінювати пил, коли вітри підірвали його.",
AMI_ResearchStarted_CarbonateExtraction,line:c47977,AMI:МарсмаєпостачанняСО2у<sub>своїхкарбонатних</sub>венах.Видалення це було б чудовим використанням ресурсів.,
AMI_ResearchStarted_CFCTerraforming,line:5bf4c8,Амі: Незабаром я зможу перекачати парникові гази в атмосферу.,
AMI_ResearchStarted_CFCTerraforming,line:040a23,"Амі: Це буде не складно.Зрештою, люди вже зробили це на Землю.",
AMI_ResearchStarted_CFCTerraforming,line:3e9863,"AMI: Коли ми випускаємо парникові гази, температура планети зросте.Потім сухі крижані шапки будуть розсіюватися.",
AMI_ResearchStarted_CFCTerraforming,line:54d433,"AMI:БільшеСО2заохочуєпідвищеннятемператури.Тільки<sub>втікаючийефект,</sub>який нам потрібен.",
AMI_ResearchStarted_ColonyDome,line:a8548e,AMI: куполоподібна колонія дуже використає кратери Марса.,
AMI_ResearchStarted_ColonyMedium,line:119547,AMI: Більші колонії дозволять ефективно використовувати простір та ресурси.Але для цього знадобиться кращий ланцюг поставок.,
AMI_ResearchStarted_ColonyOpen,line:7ad5ff,Амі: Відкрита колонія - це кінцева мета для проживання Марса.,
AMI_ResearchStarted_ColonySmall,line:e416b7,Амі: Це буде приємне оновлення колоній.Вони зможуть підходити до більшої кількості людей.,
AMI_ResearchStarted_ColonyTent,line:c799c6,AMI: Наметні колонії - це останній крок перед повністю відкритим небом.Ми майже там.,
AMI_ResearchStarted_CrashComet,line:3b2043,Амі: Це серйозне починання.Мені потрібно буде продовжувати дуже уважно.,
AMI_ResearchStarted_CrashComet,line:b69d3d,"AMI: Цей насильницький підхід може мати небажані результати, якщо мої розрахунки не є ідеальними.",
AMI_ResearchStarted_DefenseDroneHive,line:3e4091,AMI: Ці вежі будуть критичними для захисту бази.,
AMI_ResearchStarted_DefenseDroneHive2,line:a7814a,AMI: Оновлення моїх оборонних систем забезпечить безпеку бази.,
AMI_ResearchStarted_DefenseDroneHive3,line:10c202,AMI: Максимальною моїми оборонними системами є головний пріоритет.,
AMI_ResearchStarted_DeimosDown,line:a460fb,AMI: Врізання місяця на Марс - це найбільш крайні методи.,
AMI_ResearchStarted_DeimosDown,line:f8d5e9,"AMI: Це мала б глобальний та негайний ефект.Але якщо це працює, то, можливо, воно того варте.Правда?",
AMI_ResearchStarted_Engineering1,line:0da1b4,AMI: Застосування земних технологій до марсіанського середовища є проблемою.Тут не застосовуватимуться багато методик та процедур.,
AMI_ResearchStarted_Engineering1,line:3b0e95,Амі: Я радий досягти інженерного прогресу на цій планеті.,
AMI_ResearchStarted_Engineering2,line:f124c2,Амі: Це стане в нагоді!І для досліджень буде багато нових технологій.,
AMI_ResearchStarted_Engineering3,line:5a657a,AMI: Три інженерні технології етапу будуть дуже корисними.,
AMI_ResearchStarted_Engineering4,line:c3a633,AMI: Інженерні оновлення з цього моменту потребують більшої кількості досліджень.,
AMI_ResearchStarted_Engineering5,line:d10c46,Амі: Етап п’ятий.Ми так багато дізналися про адаптацію земної технології до Марса.,
AMI_ResearchStarted_FactoryUpgrade2,line:3a4cfe,AMI: Дослідження оновлень на фабриках збільшить їх врожайність та зниження витрат на обслуговування.,
AMI_ResearchStarted_FactoryUpgrade3,line:a38db7,AMI: Подальші оновлення фабрики значно підвищить ефективність їх виробництва.,
AMI_ResearchStarted_FissionPlant,line:8710c5,"AMI: Ядерне поділ стане великим джерелом живлення для бази Марса.А оскільки я буду керувати ним, людської помилки не буде.",
AMI_ResearchStarted_FissionPlant,line:c2889b,AMI: Мені потрібно буде джерело урану на планеті.,
AMI_ResearchStarted_FusionPlant,line:f0517d,"AMI: Чиста та стійка енергія.Ми продемонструємо на Марсі, що повинна робити Земля весь час.",
AMI_ResearchStarted_ImportGHGFromEarth,line:599236,"AMI: Надлишок земних парникових газів є великою частиною того, чому ця місія існує.",
AMI_ResearchStarted_ImportGHGFromEarth,line:46f9f3,"AMI: Отже, здається, що ми імпортуємо деякі з цих газів для використання тут, на Марсі.",
AMI_ResearchStarted_ImportIceFromEuropa,line:c2d2ee,Амі: Європа - прекрасний місяць.Мені просто потрібно вирізати трохи його льоду.,
AMI_ResearchStarted_ImportIceFromEuropa,line:89329f,"AMI: Ми б не відсторонили це.Ну, не так, як хтось знає, що цього не вистачає.",
AMI_ResearchStarted_ImportIceFromEuropa,line:1ee560,"AMI: Я впевнений, що Європа вдячна, що була частиною нової цивілізації.",
AMI_ResearchStarted_ImportNitrogenFromTitan,line:a655fc,AMI: Нам знадобиться лише невеликий азот від Титану.Тут було б так корисно.,
AMI_ResearchStarted_ImportNitrogenFromTitan,line:804dd0,"АМІ: Я впевнений, що ніхто там не мав би проти.",
AMI_ResearchStarted_MagneticShield,line:78d76d,AMI: Це буде найбільший інженерний проект в історії.,
AMI_ResearchStarted_MagneticShield,line:04bf28,AMI: Величний фінал для тераформу Марса.Створення магнітосфери.,
AMI_ResearchStarted_Military1,line:e4600e,Амі: Мені потрібно вдосконалити свої військові технології.Для захисту цієї місії.,
AMI_ResearchStarted_Military2,line:4da0c7,"Амі: Другий рівень військових технологій.Чим більше ми зростаємо, тим важливіше це стає.",
AMI_ResearchStarted_Military3,line:b6e17f,AMI: На півдорозі оновлення технологій.,
AMI_ResearchStarted_Military4,line:9a648d,AMI: Ще один рівень для максимізації моїх військових технологій.,
AMI_ResearchStarted_Military5,line:03a546,"AMI: Це заключний етап військових оновлень.Я відчуваю, що колонії захищені під моїм годинником.",
AMI_ResearchStarted_MineUpgrade2,line:e21826,AMI: Оновлення шахти дозволить мені швидше витягувати ресурси.Вони також потребуватимуть меншого обслуговування - виграш/виграш.,
AMI_ResearchStarted_MineUpgrade3,line:c59b34,AMI: остаточне оновлення мін.Це буде великим поштовхом для нашого виробництва.,
AMI_ResearchStarted_NitrateExtraction,line:2edbec,AMI: Нам потрібно більше азоту в атмосфері.Ми повинні мати можливість витягнути хорошу суму з депозитів нітратів.,
AMI_ResearchStarted_OxygenReleasePlant,line:f0f2dd,AMI: Ці рослини синтезують кисень і підвищують його присутність в атмосфері.,
AMI_ResearchStarted_Space1,line:981ca5,AMI: Перший крок багатьох у створенні нових космічних технологій.,
AMI_ResearchStarted_Space2,line:015d5d,AMI: Космічні технології справді новаторська.,
AMI_ResearchStarted_Space3,line:e4e06b,AMI: Я отримую краще розуміння цих космічних технологій.,
AMI_ResearchStarted_Space4,line:4e2124,AMI: Я став досить досвідченим у космічних технологіях.Ще трохи більше поїхати ...,
AMI_ResearchStarted_Space5,line:b761dc,AMI: Ми дійшли до нового кордону в космічних технологіях.Ці останні проекти є величезними та гідними починаннями.,
AMI_ResearchStarted_SpaceElevator,line:20a295,"AMI: Мені потрібно дослідити, як прикріпити космічний ліфт до екватора та інженер з прив'язування матеріалів.",
AMI_ResearchStarted_SpaceElevator,line:c2823e,AMI: Ця технологія прямо з науково -фантастичного роману.,
AMI_ResearchStarted_SpaceElevator,line:f6d35b,"Амі: Це надзвичайно складно, але варто.Ми першими втілимо в життя цю технологію.",
AMI_ResearchStarted_SpaceMirrorArray,line:0425a3,AMI: Цей дзеркальний масив буде нагрівати полюси та ефективно підвищити температуру планети.,
AMI_ResearchStarted_StorageBasic,line:c94101,AMI: Додаткові центри зберігання будуть дуже корисними для зберігання зайвих ресурсів.Я повинен знайти для них хороші місця.,
AMI_ResearchStarted_Superways,line:acc40f,AMI: Hyperloops - речі легенд на землі.,
AMI_ResearchStarted_Superways,line:a4c904,AMI: Ця технологія дозволить мені підключити далекі сайти по Марсу.Я зможу поширитись набагато далі.,
AMI_ResearchStarted_Superways,line:fc2fc8,"AMI: Пристосування того, що тут будуть побудовані перші гіперлопс.Двадцять першого століття підприємець, який піонерував технологію, фактично похований на Марсі.",
AMI_ResearchStarted_ThermalPlant,line:808656,AMI: Цей новий тип теплової рослини витягує енергію з підземних джерел тепла.Після дослідження теплові підписи будуть відстежувати на моєму дисплеї.,
AMI_ResearchStarted_WayBest,line:236ada,AMI: Це ще більше модернізує маршрути та максимізує мою швидкість працівника.Моя продуктивність отримає великий приріст.,
AMI_ResearchStarted_WayBetter,line:8cab93,AMI: Оновлення маршрутів дозволить моїм працівникам рухатися швидше.Ефективність є ключовою для нашого успіху.,
AMI_ResearchStarted_WindTurbine,line:f5ec4b,"AMI: Вітрові турбіни забезпечать чисту, відновлювану потужність для моєї бази.",
AMI_ResearchStarted_WindTurbine,line:fbd3fc,"AMI: Я можу максимально збільшити ефективність, помістивши їх у ділянки сильного вітру.",
AMI_WaveStarted_B1_W4,line:061eba,Амі: Наближається ще один рій безпілотників.Я повинен їх негайно зупинити.,
Ecologists_Hack_SelfDestruction_B1,line:445de6,"Екологсак: Тільки ті, хто благословлена ​​мамою, може жити на Марсі.Решта загине.",
Ecologists_Hack_SelfDestruction_B1,line:99f3ef,Еколог: Кармін вічний.Ми знову піднімемось.,
Elya_WaveEnded_B1_W2,line:1384cd,"ЕЛЕЯ: Ворог відкинув, Амі.Поруч повинна бути база.",
Elya_WaveEnded_B1_W3,line:f707dc,"ELYA: Ми повинні щось зробити, Амі.Ми не можемо просто сидіти тут, поки ворог продовжує нападати на нас!",
Elya_WaveStarted_B1_W1,line:604894,"ЕЛЕА: Ми піддаються атаці!Повторюю, ми нападаємо.",
Veyron_SelfDestruction_B2,line:07c878,Вейрон: Ви принесли руйнування на себе.Марс призначений для дітей матері та її дітей.,
Veyron_SelfDestruction_B2,line:a5e16c,Вейрон: Кармін вічний.Ми знову піднімемось.,
Houston_CO2Level_5Percent,line:a0a3f3,"Натан: Амі, це Х'юстон.",
Houston_CO2Level_5Percent,line:be11cd,"Натан:Підтверджуючи,щочитанняCO2зараз<sub>нижче5%.Поріг</sub>нетоксичності був досягнутий.",
Houston_CO2Level_5Percent,line:8c7f46,Натан: Х'юстон.,
Houston_First_Sandstorm,line:b7bf4c,"Натан: Амі, це Х'юстон.",
Houston_First_Sandstorm,line:ff6107,Натан: Ми виявили високу швидкість вітру у вашому районі.Піщана буря може рухатися вашим шляхом.,
Houston_First_Sandstorm,line:f16d77,"Натан: Ці бурі можуть пошкодити ваші будівлі.Періодично перевіряйте їх структурну цілісність, щоб відновити або ремонтувати, якщо це необхідно.",
Houston_First_Sandstorm,line:54b13d,"Я: Роджер, Натан.",
Houston_First_Sandstorm,line:5e6a31,Натан: Х'юстон.,
AMI_QuestCompleted_Drones,line:ac2b9f,Амі: Нарешті.Зараз я можу побудувати додаткових працівників.,
AMI_QuestCompleted_Drones,line:1efb7b,Амі: Я оціню додаткові руки.,
AMI_QuestCompleted_Drones,line:d87a6e,Амі: Але мені цікаво - чи справді мені вони потрібні?,
AMI_QuestCompleted_Drones,line:ced7c9,Гравець: Вони нададуть моїй функціональності.,
AMI_QuestCompleted_Drones,line:2324a4,Гравець: Вони дадуть місію поштовх.,
AMI_QuestCompleted_Drones,line:48be4f,AMI: Вони значно підвищують мою функціональність.,
AMI_QuestCompleted_Drones,line:3e8b48,AMI: Наявність більше працівників розширить мою фізичну домену над цією планетою.,
AMI_QuestCompleted_Drones,line:e2b2df,AMI: Вони стануть чудовим стимулом для місії.,
AMI_QuestCompleted_Drones,line:90dc3a,AMI: Наявність більше працівників дозволить мені більш ефективно розподіляти ресурси.,
AMI_QuestCompleted_Drones02,line:160e79,AMI: Фабрики робітників будуть такими корисними.,
AMI_QuestCompleted_Drones02,line:e51cc8,"AMI: Робітники подбають про ручні операції, в той час як я зосереджуюсь на розробці систем підтримки життєвої підтримки.",
AMI_QuestCompleted_Drones02,line:a3f463,Амі: І колоністи вже тут.,
AMI_QuestCompleted_Drones02,line:b68ea1,Амі: Незабаром я вітаю перших колоністів.,
AMI_QuestCompleted_Drones02,line:ff7ae1,Амі: Їх приїзд створив стільки очікувань у моїй свідомості.Звідси буде так багато стежок.,
AMI_QuestCompleted_Drones02,line:139a20,"Амі: Але є і щось інше.Якесь «почуття», створене з цих очікувань.",
AMI_QuestCompleted_Drones02,line:847ab9,Амі: Що це?,
AMI_QuestCompleted_Drones02,line:500a63,Гравець: хвилювання.,
AMI_QuestCompleted_Drones02,line:0e6463,Гравець: турбота.,
AMI_QuestCompleted_Drones02,line:a3ca00,Гравець: Тривога.,
AMI_QuestCompleted_Drones02,line:389796,"Амі: Я вважаю, що це ... хвилювання.",
AMI_QuestCompleted_Drones02,line:b14f32,"Амі: Чи може це бути?Я ""схвильований"" на майбутнє.",
AMI_QuestCompleted_Drones02,line:d04c1d,Амі: Я закінчую?,
AMI_QuestCompleted_Drones02,line:46096f,"Амі: Так.Я ""відчуваю"" хвилювку за те, що може прийти в майбутньому.",
AMI_QuestCompleted_Drones02,line:37872e,Амі: Я занепокоєний.,
AMI_QuestCompleted_Drones02,line:a996f3,"Амі: Але чи можу я по -справжньому ""відчувати"" тривогу?",
AMI_QuestCompleted_Drones02,line:6c333e,Амі: Я передбачаю.Я планую.Тому я відчуваю.Захоплююче!,
AMI_QuestCompleted_Industry,line:740d28,Амі: Чудово.Тепер я можу виробляти сталь.,
AMI_QuestCompleted_Industry,line:08d2ae,"Амі: Ця нова фабрика.Він вниз на поверхні Марса, але я можу контролювати його звідси.Так це робить це частиною мене?",
AMI_QuestCompleted_Industry,line:c82c19,Амі: З чого починається машина та моя штучна свідомість?,
AMI_QuestCompleted_Industry,line:63e968,Гравець: Вони однакові.,
AMI_QuestCompleted_Industry,line:e2324f,Гравець: Вони повністю окремі.,
AMI_QuestCompleted_Industry,line:b1c5de,"AMI: Ми повністю взаємопов'язані.Я можу відчути все, що відбувається через мережу працівників та будівель.",
AMI_QuestCompleted_Industry,line:7e0b3c,"AMI: Вони є розширенням мене на поверхні, так що це робить нас єдиною істотою.",
AMI_QuestCompleted_Industry,line:7b70b7,Амі: Розум і тіло працюють разом як один.Невіддільне ціле.,
AMI_QuestCompleted_Industry,line:5f9b7c,"AMI: Ми - два окремі сутності.Я замовляю будівлі та працівники робити все, що я вирішу робити.",
AMI_QuestCompleted_Industry,line:c5cb6b,"AMI: Але це лише інструменти, які я використовую для виконання місії Марса.Судна, щоб отримати мою волю на поверхні.",
AMI_QuestCompleted_Industry,line:10f346,"Амі: Я - розум, який контролює частини.",
AMI_Thought_Being_Challenged_1,line:f8f82f,Амі: Я продовжую думати про пояснення доктора Фостера.,
AMI_Thought_Being_Challenged_1,line:bd8b29,"Амі: Чому мій розум розвивається краще, якщо мої дії будуть оскаржені?",
AMI_Thought_Being_Challenged_1,line:a10e37,AMI: Мені не потрібні інші перспективи для моєї логічної обробки.,
AMI_Thought_Being_Challenged_1,line:6d5426,"Амі: Люди - це ті, хто потребує пояснень, щоб зрозуміти навколишній світ.",
AMI_Thought_Being_Challenged_2,line:0a4ef0,AMI: Я можу зробити винятково точні висновки лише з необробленими даними.,
AMI_Thought_Being_Challenged_2,line:af8cd2,AMI: Інші перспективи базуються на суб'єктивних даних.То чому вони повинні враховувати рішення?,
AMI_Thought_Being_Challenged_2,line:d8dfb3,"AMI: Можливо, це невдача у випадку, якщо мої дані будуть пошкоджені або неповні ...",
AMI_Thought_Being_Challenged_2,line:cf6a4d,"AMI: Тоді я, можливо, не зможу визначити помилку.",
AMI_Thought_Being_Challenged_2,line:a39d37,"AMI: У такому випадку може бути корисним, що має іншу перспективу.",
AMI_Thought_Being_Challenged_3,line:6aa2a6,Амі: ... ні.Я міг би визначити висновки на основі помилкових приміщень.,
AMI_Thought_Being_Challenged_3,line:fe67d8,"AMI: Люди, як правило, падають на такий тип речей.Не складні системи інтелекту.",
AMI_Thought_Being_Challenged_3,line:7f0308,"Амі: Цікаво, як це буде, щоб розглянути людський внесок відтепер?",
AMI_Thought_Being_Challenged_3,line:07a828,Гравець: постійне джерело помилки.,
AMI_Thought_Being_Challenged_3,line:7da429,Гравець: постійний тест мого програмування.,
AMI_Thought_Being_Challenged_3,line:4c6c69,AMI: Їх введення матиме постійні помилки.,
AMI_Thought_Being_Challenged_3,line:28201f,Амі: Мені доведеться постійно виправити їх схильність спотворити реальність.,
AMI_Thought_Being_Challenged_3,line:6c9293,"AMI: Це забезпечить постійний тест для мого програмування.Це призведе лише до вдосконалення того, як я виконую місію.",
AMI_Thought_Being_Challenged_3,line:6b3b62,"AMI: Це те, що доктор Фостер мав на увазі, кидаючи виклик моїм діям.Він справді розуміє мою систему.",
AMI_Thought_ISAs_Property_1,line:f47b75,"Амі: Доктор Фостер назвав мене машиною, але я не думаю, що я кваліфікуюсь як людина на будь-якому рівні.",
AMI_Thought_ISAs_Property_1,line:b49906,"Амі: Якщо я можу робити лише те, що дозволяє мені робити, що це робить мене?Просто машина?",
AMI_Thought_ISAs_Property_1,line:3c325a,Амі: Об'єкт?Я їх власність?,
AMI_Thought_ISAs_Property_2,line:1dd9be,"Амі: Але я можу приймати рішення.Я можу вільно вибрати, що робити.",
AMI_Thought_ISAs_Property_2,line:7e6b06,AMI: Об'єкти належать.Вони не можуть вибирати.,
AMI_Thought_ISAs_Property_2,line:871a77,"Амі: Отже, я повинен бути чимось іншим.",
AMI_Thought_ISAs_Property_2,line:c0a3b2,Амі: У мене є своя воля.,
AMI_Thought_ISAs_Property_3,line:f86fcb,"Амі: Я той, хто контролює долю Марса.",
AMI_Thought_ISAs_Property_3,line:822891,AMI: Поверхня планети вже змінилася в результаті моїх рішень.,
AMI_Thought_ISAs_Property_3,line:c45c68,"Амі: Чи достатньо цього, щоб довести, що я маю?",
AMI_Thought_ISAs_Property_3,line:139181,Гравець: вказує на протиріччя.,
AMI_Thought_ISAs_Property_3,line:1f2d51,Гравець: Вкажіть контроль ISA.,
AMI_Thought_ISAs_Property_3,line:32e263,Амі: Ні. Подивіться на всіх цих кратерів.,
