Context,ID,Text,Comments
Frontend,TXT_DialoguePanel_Person_Location,Місце знаходження людини,
Frontend,TXT_DialoguePanel_Killswitch_Warning,УВАГА,
Frontend,TXT_DialoguePanel_Killswitch_Imminent_Destruction,Неминуче руйнування,
Frontend,TXT_DialoguePanel_Killswitch_ISA_Protocol,Спеціальний протокол максимум безпеки ISA: Omegacodename: Killswitchord: 1K1K1IJ-78A9A6K0BA98,
Frontend,TXT_DialoguePanel_Killswitch_ISA_Protocol2,Спеціальний протокол ISA,
Frontend,TXT_DialoguePanel_Killswitch_Maximum_Security,Максимальний дозвіл на безпеку,
Frontend,TXT_DialoguePanel_Killswitch_Level_Omega,Рівень: Омега,
Frontend,TXT_DialoguePanel_Killswitch_Codename_Killswitch,Кодування: Killswitch,
Frontend,TXT_DialoguePanel_Killswitch_Order_1K1K1,Порядок: 1K1K1,
Frontend,TXT_DialoguePanel_Killswitch_Number,Y-78 Ваші береги 0,
Frontend,TXT_DialoguePanel_Killswitch_Security_Measure,Захід безпеки - Killswitch,
Frontend,TXT_BuildPanel_Basic,Ядро,
Frontend,TXT_BuildPanel_Mines,Міни,
Frontend,TXT_BuildPanel_Factories,Фабрики,
Frontend,TXT_BuildPanel_Colonies,Колонії,
Frontend,TXT_BuildPanel_Power,Влада,
Frontend,TXT_BuildPanel_Military,Військовий,
Frontend,TXT_BuildPanel_Terraforming,Тераформування,
Frontend,TXT_BuildPanel_Terraforming_Life, Життя,
Frontend,TXT_BuildPanel_Terraforming_Atmosphere,Атмосфера,
Frontend,TXT_Control_Setting_1x,1x,
Frontend,TXT_Control_Setting_2x,1x,
Frontend,TXT_Control_Setting_4x,4x,
Frontend,TXT_Control_Setting_8x,8x,
Frontend,TXT_Control_Setting_16x,16x,
Frontend,TXT_Control_Setting_Clock_Speed,Швидкість годинника,
Frontend,TXT_HUD_Date_Year,Рік,
Frontend,TXT_HUD_Date_Month,Місяць,
Frontend,TXT_HUD_Date_Sol,Сол,
Frontend,TXT_HUD_0x,0x,
Frontend,TXT_HUD_Power_Graph_Title,Виробництво та споживання,
Frontend,TXT_Hazard_Asteroid,Неминучий вплив,
Frontend,TXT_Hazard_DustDevil,ПИЛОВИЙ ВИХОР<br><size=15>ВИЯВЛЕНО</size>,
Frontend,TXT_Hazard_Sandstorm,Піщана буря активна,
Frontend,TXT_SpaceScreen_Fluff_EquatorialRadius,"Екваторіальний радіус – 3396,2 км<br> Нахил осі – 25,19°",
Frontend,TXT_SpaceScreen_Fluff_Phobos_info,"Орбіта- 9,378 км діаметр - 22,2 км",
Frontend,TXT_SpaceScreen_Fluff_Phobos,Фобос,
Frontend,TXT_SpaceScreen_Fluff_Deimos_Fluff,"Орбіта- 23,459 км діаметр - 12,6 км",
Frontend,TXT_Button_AdditionalLandingSite,Доступний новий посадковий майданчик.,
Frontend,TXT_Button_AdditionalSpaceElevator,Доступний новий космічний ліфт,
Frontend,TXT_HUD_Pressure,Тиск,
Frontend,TXT_Warning_MeteorShower,Наближається метеорний дощ,
Frontend,TXT_Warning_UnknownSignal,Невідомий сигнал,
Frontend,TXT_Warning_HostileForces,Виявлені ворожі сили,
Frontend,TXT_SpaceScreen_Fluff_DeimosCrashing,Облямовувати,
Frontend,TXT_SpaceScreen_Fluff_DeimosCrashing_Info,Збої,
Frontend,TXT_SpaceScreen_Card_AutoRenew,Проект «Автоматичне поновлення»,
Frontend,TXT_TerraformingPlanScreen_Title,План терраформування,
Frontend,TXT_TerraformingPlanScreen_Objetives,Цілі,
Frontend,TXT_TerraformingPlanScreen_Stages,Етап,
Frontend,TXT_specialProject_singular,Спеціальний проект,
Frontend,TXT_pressure_o2_level,Рівень O2,
Frontend,TXT_pressure_co2_level,Рівень СО2,
Frontend,TXT_temperature,Температура,
Frontend,TXT_frozen_co2,Заморожений CO2,
Frontend,TXT_pressure,Тиск,
Frontend,TXT_pressure_o2,Рівень O2,
Frontend,TXT_water_stock,Запаси води,
Frontend,TXT_District_Selection_Button,Вибір району,
Frontend,TXT_TerraformingPlanScreen_Category_Terrain,Місцевість,
Frontend,TXT_TerraformingPlanScreen_Category_Gases,Гази,
Frontend,TXT_TerraformingScreen_All,Усі категорії,
Frontend,TXT_BuildPanel_Aquatic,Водний,
Frontend,TXT_Legend_Height,Висота(км),
Frontend,TXT_Legend_TrafficLoad,Сектор навантаження,
Frontend,TXT_Legend_TrafficRoadSaturation,Насичення доріг,
Frontend,TXT_Legend_Temperature,Температура(C<sprite name=Sprites_Resources_Temperature>°),
Frontend,TXT_Legend_Biomes,Біоми,
Frontend,TXT_Legend_Tropical_Biomes,Тропічні біоми,
Frontend,TXT_Legend_Tropical_Biomes_Description,"Їхні високі температури не дають воді замерзати та дозволяють рослинам рости протягом усього року.",
Frontend,TXT_Legend_Subtropical_Biomes,Помірні біоми,
Frontend,TXT_Legend_Subtropical_Biomes_Description,"Рослинність пристосована до низьких температур, але навіть так вона залишатиметься в стані спокою взимку.",
Frontend,TXT_Legend_Polar_Biomes,Полярні біоме,
Frontend,TXT_Legend_Polar_Biomes_Description,Кількість рослинності дорівнює нулю через низькі температури та замерзлий грунт.,
Frontend,TXT_Legend_Biomes_Desert,Тропічна пустеля,
Frontend,TXT_Legend_Biomes_Desert_Description,"Достатньо тепло для рослин, але недостатньо вологи або занадто висока температура, щоб вони могли рости.",
Frontend,TXT_Legend_Biomes_Continental,Тропічний лишайник,
Frontend,TXT_Legend_Biomes_Continental_Description,"Тепліші та мокрі майданчики, де лишайники можуть бути рясними.",
Frontend,TXT_Legend_Biomes_Tropic,Тропічні рослини,
Frontend,TXT_Legend_Biomes_Tropic_Description,"Тепла температура та постійна вологість, що сприяє зростанню рослин.",
Frontend,TXT_Legend_Biomes_Oceanic,Океанічний,
Frontend,TXT_Legend_Biomes_Oceanic_Description,"Теплі води, придатні для розвитку ціанобактерій.",
Frontend,TXT_Legend_Biomes_SubtropicalDesert,Помірна пустеля,
Frontend,TXT_Legend_Biomes_SubtropicalDesert_Description,"Рівень вологості занадто низький, а температура занадто низька або занадто висока для вирощування рослин.",
Frontend,TXT_Legend_Biomes_SubtropicalLichen,Помірний лишайник,
Frontend,TXT_Legend_Biomes_SubtropicalLichen_Description,"Вологість і температура з сезонними варіаціями, які впливають на зростання лишайника.",
Frontend,TXT_Legend_Biomes_SubtropicalPlants,Помірні рослини,
Frontend,TXT_Legend_Biomes_SubtropicalPlants_Description,"Високо коливається річні температури, які впливають на зростання рослин.",
Frontend,TXT_Legend_Biomes_SubtropicalOceanic,Помірний океанічний,
Frontend,TXT_Legend_Biomes_SubtropicalOceanic_Description,"Щорічні зміни температури води, що впливають на ріст ціанобактерії.",
Frontend,TXT_Legend_Biomes_Alpine,Альпійський,
Frontend,TXT_Legend_Biomes_Alpine_Description,"Високі висоти та низькі температури, де рослинність не може рости.",
Frontend,TXT_Legend_Biomes_Tundra,Полярний,
Frontend,TXT_Legend_Biomes_Tundra_Description,"Заморожені температури та нульова вологість, де жодна рослина не може рости.",
Frontend,TXT_Legend_Biomes_PolarOceanic,Полярний океанічний,
Frontend,TXT_Legend_Biomes_PolarOceanic_Description,"Води з температурою, не підходящими для життя.",
Frontend,TXT_Legend_Humidity,Вологість,
Frontend,TXT_Legend_MaintenanceHealth,Будівництво здоров'я,
Frontend,TXT_Legend_CombatDefense,Захист,
Frontend,TXT_Legend_Combat_AddToSelection,Додайте рій до вибору,
Frontend,TXT_Legend_Combat_CancelSelection,Скасувати вибір,
Frontend,TXT_Legend_NoWaterSupply,Будівництво за межами мережі водопостачання,
Frontend,TXT_MainMenu_Wake_Up,Прокидатися,
Frontend,TXT_MainMenu_Buttons_New_campaign,Кампанія,
Frontend,TXT_MainMenu_Buttons_New_campaign_debug_no_intro,Нова кампанія - налагодження без вступу,
Frontend,TXT_MainMenu_Buttons_Demo,Почніть демонстрацію,
Frontend,TXT_MainMenu_Buttons_Preview,Почати попередній перегляд,
Frontend,TXT_MainMenu_Buttons_New_Sandbox,Пісочниця,
Frontend,TXT_MainMenu_Buttons_New_Sandbox_Title,Шшш!Геній на роботі,
Frontend,TXT_MainMenu_Buttons_New_Sandbox_Description,"Пісочниця дозволяє <b>вам грати</b>з усією ігровою механікою у свій час та умови.Вам навіть не доведеться переробляти Марс, якщо ви цього не хочете.Знайдіть способи поставити всі технології на тест.Або шукайте творчі та нові форми, щоб розширити колонії та зробити їх більш ефективними.І прийміть цей виклик, рекомендований досвідченим гравцям. У вас є вся планета, щоб підштовхнути свою творчість до нових висот!",
Frontend,TXT_MainMenu_Buttons_New_campaign_Title,Колись на Марсі,
Frontend,TXT_MainMenu_Buttons_New_campaign_Description,"У сюжетному режимі <b>ви</b> відіграєте роль передового ШІ з головною директивою тераформованого Марса.Але життя не лише в тому, щоб бути розумним.Йдеться також про тих, з ким ви формуєте зв’язок, і як ваші рішення наближають вас або відводять вас від них. Зверніться до власного шляху та виявляйте, що вас чекає в кінці цієї захоплюючої історії. Ах!І коли ви закінчите, будьте хорошим гравцем і не псуйте закінчення!;)",
Frontend,TXT_MainMenu_Buttons_Continue,Продовжувати,
Frontend,TXT_MainMenu_Buttons_Load,Завантаження,
Frontend,TXT_MainMenu_Buttons_Options,Налаштування,
Frontend,TXT_MainMenu_Buttons_Difficulty_question,Виберіть рівень складності,
Frontend,TXT_MainMenu_Buttons_Difficulty_question2,Виберіть рівень AI,
Frontend,TXT_MainMenu_Buttons_Difficulty_narrow,Вузький (ani),
Frontend,TXT_MainMenu_Buttons_Difficulty_general,Загальний (AGI),
Frontend,TXT_MainMenu_Buttons_Difficulty_super,Super (ASI),
Frontend,TXT_MainMenu_Buttons_Difficulty_narrow_description,"AI, який може імітувати людський інтелект та поведінку.Ви більш ніж здатні виконати будь -яке завдання, яке вам дано, але у вас виникають труднощі зіткнутися з суворими екологічними реаліями.Тому витрати та час на будівництво скорочуються, як і швидкість розпаду будівлі.Крім того, на планеті можна знайти більше природних ресурсів.",
Frontend,TXT_MainMenu_Buttons_Difficulty_general_description,"Ви AI, здатний інтерпретувати моделі та інструкції.У звичайному середовищі ви можете вирішити будь -яке завдання, призначене вам.Таким чином, все буде нормалізовано для вашого належного функціонування: від вартості та часу для будівництва, до кількості ресурсів на планеті, а також загальної швидкості погіршення будівництва.",
Frontend,TXT_MainMenu_Buttons_Difficulty_super_description,"Ви AI, який усіляко перевершує людей, що також змусило вас по праву розвинути комплекс переваги.Вам потрібно кинути виклик по -справжньому ворожим середовищем.Тож вартість та час будівництва та погіршення будівництва будуть високими.Ресурси будуть дефіцитними, і ви відновите менше ресурсів при скасуванні будівель.",
Frontend,TXT_MainMenu_Buttons_Exit,Вихід,
Frontend,TXT_MainMenu_Buttons_Press_Any,Натисніть будь -яку клавішу,
Frontend,TXT_MainMenu_Disclaimer,"Ласкавопросимо до демонстрації Aspera's Aspera.Ця демонстрація забезпечує підкрадання до моделювальних аспектів ASPERA.Будь ласка, відвідайте нашу сторінку Steam, щоб отримати останні оновлення, обговорити свій досвід та, головне, натисніть цю кнопку списку бажань!",
Frontend,TXT_MainMenu_Demo_Intro,"Цядемонстрація забезпечуєсмак історії, і проведе вас через перші кроки до створення власної маленької колонії на червоній планеті, вирішуючи суворість навколишнього середовища. Відвідайте нашу сторінку Steam, щоб придбати повну версію гри таПоділіться своїм досвідом з тисячами гравців.",
Frontend,TXT_MainMenu_Demo_Intro_Title,Ласкаво просимо до демонстрації ASPERA,
Frontend,TXT_MainMenu_General,Загальний,
Frontend,TXT_MainMenu_Video,Відео,
Frontend,TXT_MainMenu_Audio,Аудіо,
Frontend,TXT_MainMenu_Controls,Управління,
Frontend,TXT_MainMenu_Options_Language,Мова,
Frontend,TXT_MainMenu_Options_English,Англійська мова,
Frontend,TXT_MainMenu_Options_Spanish,Іспанська мова,
Frontend,TXT_MainMenu_Options_French,Французький,
Frontend,TXT_MainMenu_Options_Russian,російська,
Frontend,TXT_MainMenu_Options_Japanese,Японський,
Frontend,TXT_MainMenu_Options_Chinese,С. Китай,
Frontend,TXT_MainMenu_Options_German,Німецький,
Frontend,TXT_MainMenu_Options_Portuguese,Португальський,
Frontend,TXT_MainMenu_Options_Resolution,Роздільна здатність,
Frontend,TXT_MainMenu_Options_Full_Screen,Повний екран,
Frontend,TXT_MainMenu_Options_Quality,Якість,
Frontend,TXT_MainMenu_Options_Vsync,Vsync,
Frontend,TXT_MainMenu_Options_Master,Головний об'єм,
Frontend,TXT_MainMenu_Options_Music,Музичний об'єм,
Frontend,TXT_MainMenu_Options_SFX,Об'єм SFX,
Frontend,TXT_MainMenu_Options_Voice,Голосовий об'єм,
Frontend,TXT_MainMenu_Options_AutoSaveDelay,Затримка автозбереження,
Frontend,TXT_MainMenu_Options_3DHUD,Занурюючий худ,
Frontend,TXT_EveryYears,Кожені {0}  роки/ів,
Frontend,TXT_Loading_Screen_Initializing,Ініціалізація,
Frontend,TXT_Loading_Screen_Loading_Configurations,Завантаження конфігурацій,
Frontend,TXT_Loading_Screen_Loading_Universe,Завантаження Всесвіту,
Frontend,TXT_Loading_Screen_Creating_Universe,Створення Всесвіту,
Frontend,TXT_Loading_Screen_Creating_Visuals,Створення візуальних зображень,
Frontend,TXT_Loading_Screen_World_Building,Світова будівля,
Frontend,TXT_Control_Setting_Enter_Close,Ввести / закрити,
Frontend,TXT_Control_Setting_Open_Menu,Меню паузи,
Frontend,TXT_Control_Setting_Traffic_Lens,Об'єктив дорожнього руху,
Frontend,TXT_Control_Setting_Power_Lens,Силова лінза,
Frontend,TXT_Control_Setting_Maintenance_Lens,Об'єктив для обслуговування,
Frontend,TXT_Control_Setting_Scanner_Lens,Об'єктив сканера,
Frontend,TXT_Control_Setting_Climate_Lens,Кліматичний об'єктив,
Frontend,TXT_Control_Setting_Combat_Lens,Бойовий об'єктив,
Frontend,TXT_Control_Setting_District_Lens,Районний об'єктив,
Frontend,TXT_Control_Setting_Pipes_Lens,Водний об'єктив,
Frontend,TXT_Control_Setting_Orbital_View,Орбітальний вигляд,
Frontend,TXT_Control_Setting_Tech_Tree,Технологічне дерево,
Frontend,TXT_Control_Setting_Knowledge_Base,База знань,
Frontend,TXT_Control_Setting_Speed_Down,Зменшення швидкості,
Frontend,TXT_Control_Setting_Speed_Up,Збільшити швидкість,
Frontend,TXT_Control_Setting_Increase_Decrease,Збільшення / зменшення швидкості,
Frontend,TXT_Control_Setting_Toggle_Pause,Перемикання паузи,
Frontend,TXT_Control_Setting_Speed_0,0x,
Frontend,TXT_Control_Setting_Speed_1,1x,
Frontend,TXT_Control_Setting_Speed_2,X,
Frontend,TXT_Control_Setting_Speed_3,HH,
Frontend,TXT_Control_Setting_Speed_4,8x,
Frontend,TXT_Control_Setting_Speed_5,16x,
Frontend,TXT_Control_Setting_Increase_Button,Збільшувати,
Frontend,TXT_Control_Setting_Decrease_Button,Зменшувати,
Frontend,TXT_Control_Setting_Zoom_Out,Масштабувати,
Frontend,TXT_Control_Setting_Zoom_In,Збільшувати,
Frontend,TXT_Control_Setting_Move_Camera,Перемістіть камеру,
Frontend,TXT_Control_Setting_Move_Up,Перемістіть камеру вгору,
Frontend,TXT_Control_Setting_Move_Down,Перемістіть камеру вниз,
Frontend,TXT_Control_Setting_Move_Left,Перемістіть камеру зліва,
Frontend,TXT_Control_Setting_Move_Right,Перемістіть камеру праворуч,
Frontend,TXT_Control_Setting_Multiple_Buildings_Placement,Розміщення декількох будівель,
Frontend,TXT_Control_Setting_Multiple_Buildings_Selection,Вибір декількох будівель,
Frontend,TXT_Control_Setting_Additive_Buildings_Selection,Вибір добавки,
Frontend,TXT_Control_Setting_Additive_Swarm_Selection,Вибір добавки,
Frontend,TXT_Control_Setting_Focus_Selected,Зосередьтеся на вибраному,
Frontend,TXT_Control_Setting_Multiple_Swarm_Selection,Вибір декількох рій,
Frontend,TXT_Control_Setting_Split_Swarm,Розділений рій,
Frontend,TXT_Control_Setting_Center_Camera,Центральна камера на посадці,
Frontend,TXT_Control_Setting_Reset_Tilt,Скинути нахил камери,
Frontend,TXT_Control_Setting_ShowIcons,Показати іконки,
Frontend,TXT_Control_Setting_Group_General,Загальний,
Frontend,TXT_Control_Setting_Group_TimeControl,Контроль за часом,
Frontend,TXT_Control_Setting_Group_Lenses,Лінзи,
Frontend,TXT_Control_Setting_Group_Camera,Камера,
Frontend,TXT_Control_Setting_Group_BuildingPlacement,Розміщення будівлі,
Frontend,TXT_Control_Setting_Group_BuildingSelection,Вибір будівлі,
Frontend,TXT_Control_Setting_Group_SwarmControl,Керування роєм,
Frontend,TXT_Control_Setting_Mouse_Move,Рухатися [утримувати],
Frontend,TXT_Control_Setting_Mouse_Select,Виберіть [Клацніть],
Frontend,TXT_Control_Setting_Mouse_Rotate,Обертати [утримувати],
Frontend,TXT_Control_Setting_Mouse_Deselect,Deselect [Click],
Frontend,TXT_Control_Setting_Mouse_Zoom,Збільшити / вихід [прокрутка],
Frontend,TXT_Control_Setting_KeyBinding_Title,Ключове призначення,
Frontend,TXT_Control_Setting_KeyBinding_NewKey,"Натисніть клавішу, яку ви хочете призначити цій дії.Або видалити, щоб призначити жоден.",
Frontend,TXT_Control_Setting_KeyBinding_ReassignKey,"Цей ключ вже призначений для іншої дії.Ви впевнені, що хочете переробити його?",
Frontend,TXT_Control_Setting_KeyBinding_NotAssignable,"Вибачте!Цей ключ використовується для іншої дії, і його не можна переоцінити до нового.",
Frontend,TXT_MainMenu_Title,Пауза,
Frontend,TXT_MainMenu_Quit_Game,Вийти з гру,
Frontend,TXT_MainMenu_Quit_Game_Warning,"Зауважте, що якщо у вас є збережена гра, збереження буде перезаписати її.",
Frontend,TXT_MainMenu_Save_Game,Збережіть пам'ять,
Frontend,TXT_MainMenu_Save_Game_Delete,Видалити файл пам'яті,
Frontend,TXT_MainMenu_Save_Game_Delete_Warning,Ви дійсно хочете видалити цю пам'ять?,
Frontend,TXT_MainMenu_Save_Game_New_Title,Новий файл пам'яті,
Frontend,TXT_MainMenu_Save_Game_New_Confirmation,Ви хочете зберегти нову пам'ять?,
Frontend,TXT_MainMenu_Save_Game_Overwrite_Title,Переписати файл пам'яті,
Frontend,TXT_MainMenu_Save_Game_Overwrite_Confirmation,Ви хочете перезаписати пам'ять?,
Frontend,TXT_MainMenu_Load_Game_Load_Title,Завантажте файл пам'яті,
Frontend,TXT_MainMenu_Load_Game_Load_Confirmation,Ви хочете завантажити цю пам'ять?,
Frontend,TXT_MainMenu_Load_Game_Mode_Sandbox,Пісочниця,
Frontend,TXT_MainMenu_Load_Game_Mode_Campaign,Кампанія,
Frontend,TXT_MainMenu_Load_Game,Завантажити пам'ять,
Frontend,TXT_MainMenu_Load_Fail,Пошкоджені спогади,
Frontend,TXT_MainMenu_InvalidSave,"Файл збереження гри, який ви намагалися завантажити, не працює з поточною версією гри.",
Frontend,TXT_MainMenu_Options_Depth_Of_Field,Глибина поля,
Frontend,TXT_MainMenu_Options_Terrain_Quality,Якість місцевості,
Frontend,TXT_MainMenu_Options_Terrain_Lines_Antialiasing,Лінії місцевості антиалій,
Frontend,TXT_MainMenu_Options_Stochastic_Sampling,Стохастичний відбір проб,
Frontend,TXT_MainMenu_Options_Antialiasing,Антиалій,
Frontend,TXT_MainMenu_Options_ChromaticAberration,Хроматична аберація,
Frontend,TXT_MainMenu_Options_TreesParallax,Дерева Паралакс,
Frontend,TXT_MainMenu_Options_Disabled,Інвалід,
Frontend,TXT_MainMenu_Options_Fauna,Щільність фауни,
Frontend,TXT_MainMenu_Options_TextureQuality,Якість текстури,
Frontend,TXT_MainMenu_Options_Shadows,Тіні,
Frontend,TXT_MainMenu_Options_Low,Низький,
Frontend,TXT_MainMenu_Options_Medium,Середній,
Frontend,TXT_MainMenu_Options_High,Високий,
Frontend,TXT_MainMenu_Options_Custom,Звичайний,
Frontend,TXT_MainMenu_Options_MuteWhenMinimized,"Муте аудіо, поки гра мінімізована.",
Frontend,TXT_MainMenu_New_Game,Нова гра,
Frontend,TXT_MainMenu_Credits,Кредити,
Frontend,TXT_MainMenu_LegalDisclaimer,© 2020-2022 TLön Industries.Усі права захищені.,
Frontend,TXT_Control_Key_Shift,Зміна,
Frontend,TXT_Control_Key_A,A,
Frontend,TXT_Control_Key_W,Ш,
Frontend,TXT_Control_Key_S,S,
Frontend,TXT_Control_Key_D,Р.,
Frontend,TXT_Control_Key_C,C,
Frontend,TXT_Control_Key_Space,Простір,
Frontend,TXT_Control_Key_1,1,
Frontend,TXT_Control_Key_2,2,
Frontend,TXT_Control_Key_3,3,
Frontend,TXT_Control_Key_4,4,
